Units Absorbed by Dwelling Type and Census Subdivision for Centres 50,000+								
Logements écoulés selon le type de logements et la subdivision de recensement, les centres de 50 000 habitants et plus								
2006								
								
Province	Centre	"Census Subdivision
Subdivision de recensement"	"Singles
Individuels"	"Semis
Jumelés"	"Row
En bande"	"Apartment
and Other
Appartements
et autres"	Total	
Sask./Sask.	Regina	Edenwold No. 158 (RM)	51	--	--	--	51	
Sask./Sask.	Regina	White City (VL)	17	2	--	--	19	
Sask./Sask.	Regina	Pilot Butte (T)	--	--	--	--	--	
Sask./Sask.	Regina	Balgonie (T)	15	--	4	--	19	
Sask./Sask.	Regina	Edenwold (VL)	--	--	--	--	--	
Sask./Sask.	Regina	Lumsden No. 189 (RM)	2	2	--	--	4	
Sask./Sask.	Regina	Disley (VL)	--	--	--	--	--	
Sask./Sask.	Regina	Buena Vista (VL)	8	--	--	--	8	
Sask./Sask.	Regina	Lumsden (T)	10	--	--	--	10	
Sask./Sask.	Regina	Lumsden Beach (RV)	--	--	--	--	--	
Sask./Sask.	Regina	Regina Beach (T)	3	--	--	0	3	
Sask./Sask.	Regina	Total	620	32	234	115	1,001	
Sask./Sask.	Saskatoon	Thode (RV)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Dundurn No. 314 (RM)	7	--	--	--	7	
Sask./Sask.	Saskatoon	Dundurn (T)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Shields (RV)	4	--	--	--	4	
Sask./Sask.	Saskatoon	Corman Park No. 344 (RM)	56	--	--	--	56	
Sask./Sask.	Saskatoon	Saskatoon (C)	452	90	1	262	805	
Sask./Sask.	Saskatoon	Langham (T)	2	--	--	--	2	
Sask./Sask.	Saskatoon	Warman (T)	101	8	--	--	109	
Sask./Sask.	Saskatoon	Blucher No. 343 (RM)	6	--	--	--	6	
Sask./Sask.	Saskatoon	Martensville (T)	106	--	16	--	122	
Sask./Sask.	Saskatoon	Bradwell (VL)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Allan (T)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Dalmeny (T)	10	--	--	--	10	
Sask./Sask.	Saskatoon	Elstow (VL)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Osler (T)	8	--	5	--	13	
Sask./Sask.	Saskatoon	Colonsay No. 342 (RM)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Clavet (VL)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Meacham (VL)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Colonsay (T)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Vanscoy No. 345 (RM)	8	--	--	--	8	
Sask./Sask.	Saskatoon	Delisle (T)	1	2	--	--	3	
Sask./Sask.	Saskatoon	Vanscoy (VL)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Asquith (T)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Total	761	100	22	262	1,145	
Sask./Sask.	Total	Total	1,381	132	256	377	2,146	
Alta/Alb.	Calgary	Rocky View No. 44 (MD)	229	45	4	--	278	
Alta/Alb.	Calgary	Calgary (C)	6,880	807	702	2,859	11,248	
Alta/Alb.	Calgary	Chestermere (T)	413	52	5	48	518	
Alta/Alb.	Calgary	Cochrane (T)	83	18	--	--	101	
Alta/Alb.	Calgary	Airdrie (C)	657	33	71	1	762	
Alta/Alb.	Calgary	Irricana (VL)	11	8	1	--	20	
Alta/Alb.	Calgary	Beiseker (VL)	--	--	--	--	--	
Alta/Alb.	Calgary	Crossfield (T)	25	5	--	--	30	
Alta/Alb.	Calgary	Total	8,298	968	783	2,908	12,957	
Alta/Alb.	Edmonton	Bruderheim (T)	4	--	--	--	4	
Alta/Alb.	Edmonton	Leduc County (CM)	73	--	--	--	73	
Alta/Alb.	Edmonton	Beaumont (T)	270	25	8	--	303	
Alta/Alb.	Edmonton	New Sarepta (VL)	--	--	--	--	--	
Alta/Alb.	Edmonton	Leduc (C)	201	48	19	49	317	
Alta/Alb.	Edmonton	Devon (T)	30	--	--	--	30	
Alta/Alb.	Edmonton	Calmar (T)	7	2	3	--	12	
Alta/Alb.	Edmonton	Sundance Beach (SV)	--	--	--	--	--	
Alta/Alb.	Edmonton	Thorsby (VL)	5	4	--	--	9	
Alta/Alb.	Edmonton	Itaska Beach (SV)	--	--	--	--	--	
Alta/Alb.	Edmonton	Golden Days (SV)	5	--	--	--	5	
Alta/Alb.	Edmonton	Warburg (VL)	--	--	--	--	--	
Alta/Alb.	Edmonton	Parkland County (CM)	139	7	--	--	146	
Alta/Alb.	Edmonton	Seba Beach (SV)	1	--	--	--	1	
Alta/Alb.	Edmonton	Betula Beach (SV)	0	--	--	--	0	
Alta/Alb.	Edmonton	Point Alison (SV)	--	--	--	--	--	
Alta/Alb.	Edmonton	Lakeview (SV)	--	--	--	--	--	
Alta/Alb.	Edmonton	Kapasiwin (SV)	--	--	--	--	--	
Alta/Alb.	Edmonton	Wabamun (VL)	--	--	--	--	--	
Alta/Alb.	Edmonton	Spring Lake (VL)	15	--	--	--	15	
Alta/Alb.	Edmonton	Stony Plain (T)	121	27	--	80	228	
Alta/Alb.	Edmonton	Spruce Grove (C)	290	52	--	105	447	
Alta/Alb.	Edmonton	Strathcona County (SM)	604	111	14	--	729	
Alta/Alb.	Edmonton	Fort Saskatchewan (C)	159	18	20	60	257	
Alta/Alb.	Edmonton	Sturgeon County (MD)	140	--	--	--	140	
Alta/Alb.	Edmonton	Edmonton (C)	4,655	801	560	3,477	9,493	
Alta/Alb.	Edmonton	St. Albert (C)	294	70	--	30	394	
Alta/Alb.	Edmonton	Gibbons (T)	25	--	--	4	29	
Alta/Alb.	Edmonton	Redwater (T)	9	--	--	4	13	
Alta/Alb.	Edmonton	Bon Accord (T)	13	--	--	--	13	
Alta/Alb.	Edmonton	Morinville (T)	70	14	7	18	109	
Alta/Alb.	Edmonton	Legal (VL)	9	--	--	--	9	
Alta/Alb.	Edmonton	Total	7,139	1,179	631	3,827	12,776	
Alta/Alb.	Lethbridge	Lethbridge (C)	573	38	106	81	798	
Alta/Alb.	Lethbridge	Total	573	38	106	81	798	
Alta/Alb.	Medicine Hat	Cypress County (MD)	57	--	--	--	57	
Alta/Alb.	Medicine Hat	Medicine Hat (C)	419	109	73	489	1,090	
Alta/Alb.	Medicine Hat	Redcliff (T)	36	--	19	0	55	
Alta/Alb.	Medicine Hat	Total	512	109	92	489	1,202	
Alta/Alb.	Red Deer	Red Deer (C)	952	103	117	154	1,326	
Alta/Alb.	Red Deer	Total	952	103	117	154	1,326	
Alta/Alb.	Total	Total	17,474	2,397	1,729	7,459	29,059	
B.C./C.-B.	Abbotsford	Abbotsford (C)	269	16	45	330	660	
B.C./C.-B.	Abbotsford	Mission (DM)	130	--	4	--	134	
B.C./C.-B.	Abbotsford	Fraser Valley H (RDA)	2	--	--	--	2	
B.C./C.-B.	Abbotsford	Total	401	16	49	330	796	
B.C./C.-B.	Vancouver	Langley (DM)	517	6	314	74	911	
B.C./C.-B.	Vancouver	Langley (C)	5	2	--	209	216	
B.C./C.-B.	Vancouver	Surrey (C)	2,056	98	1,020	797	3,971	
B.C./C.-B.	Vancouver	White Rock (C)	36	--	--	16	52	
B.C./C.-B.	Vancouver	Delta (DM)	123	56	--	33	212	
B.C./C.-B.	Vancouver	Richmond (C)	348	116	259	718	1,441	
B.C./C.-B.	Vancouver	Greater Vancouver A (RDA)	2	--	22	241	265	
B.C./C.-B.	Vancouver	Vancouver (C)	754	145	313	3,039	4,251	
B.C./C.-B.	Vancouver	Burnaby (C)	274	143	541	1,869	2,827	
B.C./C.-B.	Vancouver	New Westminster (C)	37	1	125	429	592	
B.C./C.-B.	Vancouver	Coquitlam (C)	67	36	7	206	316	
B.C./C.-B.	Vancouver	Belcarra (VL)	2	--	--	--	2	
B.C./C.-B.	Vancouver	Anmore (VL)	29	6	--	--	35	
B.C./C.-B.	Vancouver	Port Coquitlam (C)	47	0	58	326	431	
B.C./C.-B.	Vancouver	Port Moody (C)	96	26	64	369	555	
B.C./C.-B.	Vancouver	North Vancouver (DM)	70	46	67	86	269	
B.C./C.-B.	Vancouver	North Vancouver (C)	19	32	15	214	280	
B.C./C.-B.	Vancouver	West Vancouver (DM)	106	32	18	--	156	
B.C./C.-B.	Vancouver	Bowen Island (IM)	36	--	--	--	36	
B.C./C.-B.	Vancouver	Lions Bay (VL)	1	--	--	--	1	
B.C./C.-B.	Vancouver	Pitt Meadows (DM)	122	12	61	--	195	
B.C./C.-B.	Vancouver	Maple Ridge (DM)	363	--	49	2	414	
B.C./C.-B.	Vancouver	Total	5,110	757	2,933	8,628	17,428	
B.C./C.-B.	Victoria	North Saanich (DM)	28	2	--	--	30	
B.C./C.-B.	Victoria	Sidney (T)	16	12	2	16	46	
B.C./C.-B.	Victoria	Central Saanich (DM)	21	1	11	--	33	
B.C./C.-B.	Victoria	Saanich (DM)	128	3	17	136	284	
B.C./C.-B.	Victoria	Oak Bay (DM)	18	1	--	--	19	
B.C./C.-B.	Victoria	Victoria (C)	24	32	40	511	607	
B.C./C.-B.	Victoria	Esquimalt (DM)	2	14	3	67	86	
B.C./C.-B.	Victoria	Colwood (C)	75	17	7	31	130	
B.C./C.-B.	Victoria	Metchosin (DM)	17	--	--	--	17	
B.C./C.-B.	Victoria	Langford (C)	312	4	15	156	487	
B.C./C.-B.	Victoria	View Royal (T)	44	2	12	--	58	
B.C./C.-B.	Victoria	Highlands (DM)	12	--	--	--	12	
B.C./C.-B.	Victoria	Sooke (DM)	106	--	1	--	107	
B.C./C.-B.	Victoria	Capital H (RDA)	53	1	--	--	54	
B.C./C.-B.	Victoria	Total	856	89	108	917	1,970	
B.C./C.-B.	Chilliwack	Chilliwack (DM)	440	33	334	305	1,112	
B.C./C.-B.	Chilliwack	Fraser Valley D (RDA)	3	--	--	--	3	
B.C./C.-B.	Chilliwack	Fraser Valley E (RDA)	--	--	--	--	--	
B.C./C.-B.	Chilliwack	Total	443	33	334	305	1,115	
B.C./C.-B.	Kamloops	Logan Lake (DM)	3	--	--	--	3	
B.C./C.-B.	Kamloops	Thompson-Nicola J (RDA)	--	--	--	--	--	
B.C./C.-B.	Kamloops	Kamloops (C)	393	126	33	46	598	
B.C./C.-B.	Kamloops	Thompson-Nicola P (RDA)	--	--	--	--	--	
B.C./C.-B.	Kamloops	Total	396	126	33	46	601	
B.C./C.-B.	Kelowna	Kelowna (C)	673	78	148	779	1,678	
B.C./C.-B.	Kelowna	Central Okanagan I (RDA)	23	24	--	--	47	
B.C./C.-B.	Kelowna	Lake Country (DM)	130	--	3	--	133	
B.C./C.-B.	Kelowna	Peachland (DM)	21	5	3	102	131	
B.C./C.-B.	Kelowna	Central Okanagan J (RDA)	193	12	36	--	241	
B.C./C.-B.	Kelowna	Total	1,040	119	190	881	2,230	
B.C./C.-B.	Nanaimo	Nanaimo (C)	414	106	4	67	591	
B.C./C.-B.	Nanaimo	Lantzville (DM)	4	--	--	--	4	
B.C./C.-B.	Nanaimo	Nanaimo A (RDA)	31	--	--	--	31	
B.C./C.-B.	Nanaimo	Nanaimo C (RDA)	16	--	--	--	16	
B.C./C.-B.	Nanaimo	Nanaimo D (RDA)	2	--	--	--	2	
B.C./C.-B.	Nanaimo	Total	467	106	4	67	644	
B.C./C.-B.	Prince George	Prince George (C)	199	2	13	--	214	
B.C./C.-B.	Prince George	Fraser-Fort George A (RDA)	12	--	--	--	12	
B.C./C.-B.	Prince George	Fraser-Fort George C (RDA)	13	--	--	--	13	
B.C./C.-B.	Prince George	Fraser-Fort George D (RDA)	9	--	--	--	9	
B.C./C.-B.	Prince George	Fraser-Fort George F (RDA)	2	--	--	--	2	
B.C./C.-B.	Prince George	Total	235	2	13	--	250	
B.C./C.-B.	Vernon	Coldstream (DM)	69	--	--	--	69	
B.C./C.-B.	Vernon	Vernon (C)	209	15	39	--	263	
B.C./C.-B.	Vernon	North Okanagan B (RDA)	8	--	--	--	8	
B.C./C.-B.	Vernon	North Okanagan C (RDA)	14	--	--	--	14	
B.C./C.-B.	Vernon	Total	300	15	39	--	354	
B.C./C.-B.	Total	Total	9,248	1,263	3,703	11,174	25,388	
Canada (50,000+)	Total	Total	78,213	11,121	17,801	54,086	161,221	
								
© 2014 Canada Mortgage and Housing Corporation / © 2014 Société canadienne d'hypothèques et de logement								
Source: CMHC (Starts and Completions Survey) / Source: SCHL (mises en chantier et des achèvements)								
								
								
