Units Absorbed by Dwelling Type and Census Subdivision for Centres 50,000+								
Logements écoulés selon le type de logements et la subdivision de recensement, les centres de 50 000 habitants et plus								
2017								
								
Province	Centre	"Census Subdivision
Subdivision de recensement"	"Singles
Individuels"	"Semis
Jumelés"	"Row
En bande"	"Apartment
and Other
Appartements
et autres"	Total	
Ont./Ont.	Thunder Bay	Oliver Paipoonge (MU)	12	--	2	--	14	
Ont./Ont.	Thunder Bay	Gillies (TP)	--	--	--	--	--	
Ont./Ont.	Thunder Bay	O'Connor (TP)	1	--	--	--	1	
Ont./Ont.	Thunder Bay	Conmee (TP)	1	--	--	--	1	
Ont./Ont.	Thunder Bay	Shuniah (MU)	5	--	--	--	5	
Ont./Ont.	Thunder Bay	Total	127	14	15	18	174	
Ont./Ont.	Toronto	Pickering (CY)	179	4	122	169	474	
Ont./Ont.	Toronto	Ajax (T)	199	32	146	--	377	
Ont./Ont.	Toronto	Uxbridge (TP)	44	8	47	--	99	
Ont./Ont.	Toronto	Vaughan (CY)	863	14	371	348	1,596	
Ont./Ont.	Toronto	Markham (CY)	288	26	279	378	971	
Ont./Ont.	Toronto	Richmond Hill (T)	458	22	205	99	784	
Ont./Ont.	Toronto	Whitchurch-Stouffville (T)	189	--	37	129	355	
Ont./Ont.	Toronto	Aurora (T)	579	68	357	95	1,099	
Ont./Ont.	Toronto	Newmarket (T)	198	6	31	231	466	
Ont./Ont.	Toronto	King (TP)	331	2	18	--	351	
Ont./Ont.	Toronto	East Gwillimbury (T)	462	30	51	--	543	
Ont./Ont.	Toronto	Georgina (T)	300	2	62	--	364	
Ont./Ont.	Toronto	Toronto (C)	1,344	91	586	12,654	14,675	
Ont./Ont.	Toronto	Mississauga (CY)	152	36	140	2,643	2,971	
Ont./Ont.	Toronto	Brampton (CY)	3,801	636	1,279	564	6,280	
Ont./Ont.	Toronto	Caledon (T)	419	24	258	--	701	
Ont./Ont.	Toronto	Mono (T)	132	--	--	--	132	
Ont./Ont.	Toronto	Orangeville (T)	58	--	160	3	221	
Ont./Ont.	Toronto	Oakville (T)	496	58	623	1,122	2,299	
Ont./Ont.	Toronto	Milton (T)	512	24	313	321	1,170	
Ont./Ont.	Toronto	Halton Hills (T)	75	2	75	56	208	
Ont./Ont.	Toronto	New Tecumseth (T)	667	28	142	--	837	
Ont./Ont.	Toronto	Bradford West Gwillimbury (T)	519	52	113	--	684	
Ont./Ont.	Toronto	Total	12,265	1,165	5,415	18,812	37,657	
Ont./Ont.	Windsor	Amherstburg (T)	71	25	24	--	120	
Ont./Ont.	Windsor	LaSalle (T)	164	62	23	6	255	
Ont./Ont.	Windsor	Windsor (CY)	238	55	147	84	524	
Ont./Ont.	Windsor	Tecumseh (T)	58	6	41	59	164	
Ont./Ont.	Windsor	Lakeshore (T)	259	15	8	--	282	
Ont./Ont.	Windsor	Total	790	163	243	149	1,345	
Ont./Ont.	Chatham-Kent	Chatham-Kent (MU)	112	12	16	--	140	
Ont./Ont.	Chatham-Kent	Total	112	12	16	--	140	
Ont./Ont.	Cornwall	South Stormont (TP)	44	18	4	23	89	
Ont./Ont.	Cornwall	Cornwall (CY)	26	56	--	77	159	
Ont./Ont.	Cornwall	Total	70	74	4	100	248	
Ont./Ont.	Kawartha Lakes	Kawartha Lakes (CY)	275	--	2	--	277	
Ont./Ont.	Kawartha Lakes	Total	275	--	2	--	277	
Ont./Ont.	Norfolk	Norfolk County (CY)	277	28	25	--	330	
Ont./Ont.	Norfolk	Total	277	28	25	--	330	
Ont./Ont.	North Bay	Bonfield (TP)	10	--	--	--	10	
Ont./Ont.	North Bay	Chisholm (TP)	3	--	--	--	3	
Ont./Ont.	North Bay	East Ferris (MU)	8	--	--	--	8	
Ont./Ont.	North Bay	North Bay (CY)	20	8	4	--	32	
Ont./Ont.	North Bay	Nipissing, Unorganized, North Part (NO)	--	--	--	--	--	
Ont./Ont.	North Bay	Powassan (MU)	1	--	--	--	1	
Ont./Ont.	North Bay	Callander (MU)	--	--	--	--	--	
Ont./Ont.	North Bay	Nipissing (TP)	--	--	--	--	--	
Ont./Ont.	North Bay	Total	42	8	4	--	54	
Ont./Ont.	Sarnia	St. Clair (TP)	49	--	--	--	49	
Ont./Ont.	Sarnia	Sarnia (CY)	137	16	22	--	175	
Ont./Ont.	Sarnia	Point Edward (VL)	7	--	--	--	7	
Ont./Ont.	Sarnia	Plympton-Wyoming (T)	13	--	--	--	13	
Ont./Ont.	Sarnia	Total	206	16	22	--	244	
Ont./Ont.	Sault Ste. Marie	Laird (TP)	4	--	--	--	4	
Ont./Ont.	Sault Ste. Marie	Macdonald, Meredith and Aberdeen Additional (TP)	4	--	--	--	4	
Ont./Ont.	Sault Ste. Marie	Sault Ste. Marie (CY)	34	7	17	18	76	
Ont./Ont.	Sault Ste. Marie	Prince (TP)	2	--	--	--	2	
Ont./Ont.	Sault Ste. Marie	Total	44	7	17	18	86	
Ont./Ont.	Total	Total	24,439	2,328	11,419	25,695	63,881	
Man./Man.	Winnipeg	Taché (RM)	48	--	4	26	78	
Man./Man.	Winnipeg	Ritchot (RM)	49	2	--	15	66	
Man./Man.	Winnipeg	Macdonald (RM)	87	3	5	--	95	
Man./Man.	Winnipeg	St. François Xavier (RM)	2	--	--	--	2	
Man./Man.	Winnipeg	Winnipeg (CY)	1,554	199	330	1,547	3,630	
Man./Man.	Winnipeg	Headingley (RM)	18	--	28	--	46	
Man./Man.	Winnipeg	Springfield (RM)	69	18	2	--	89	
Man./Man.	Winnipeg	East St. Paul (RM)	37	--	--	8	45	
Man./Man.	Winnipeg	West St. Paul (RM)	34	--	--	--	34	
Man./Man.	Winnipeg	St. Clements (RM)	36	--	--	--	36	
Man./Man.	Winnipeg	First Nations (Winnipeg) (R)	--	--	--	--	--	
Man./Man.	Winnipeg	Rosser (RM)	2	--	--	--	2	
Man./Man.	Winnipeg	Total	1,936	222	369	1,596	4,123	
Man./Man.	Brandon	Oakland-Wawanesa (MU)	4	2	--	--	6	
Man./Man.	Brandon	Whitehead (RM)	4	--	--	--	4	
Man./Man.	Brandon	Cornwallis (RM)	8	--	--	--	8	
Man./Man.	Brandon	Brandon (CY)	62	13	76	16	167	
Man./Man.	Brandon	Elton (RM)	4	--	--	--	4	
Man./Man.	Brandon	Total	82	15	76	16	189	
Man./Man.	Total	Total	2,018	237	445	1,612	4,312	
Sask./Sask.	Regina	Lajord No. 128 (RM)	--	--	--	--	--	
Sask./Sask.	Regina	Pense No. 160 (RM)	1	--	--	--	1	
Sask./Sask.	Regina	Belle Plaine (VL)	--	--	--	--	--	
Sask./Sask.	Regina	Pense (T)	2	--	--	--	2	
Sask./Sask.	Regina	Sherwood No. 159 (RM)	2	--	--	--	2	
Sask./Sask.	Regina	Regina (CY)	541	150	198	618	1,507	
Sask./Sask.	Regina	Grand Coulee (VL)	1	--	--	--	1	
Sask./Sask.	Regina	Edenwold No. 158 (RM)	22	--	--	--	22	
Sask./Sask.	Regina	White City (T)	36	--	1	--	37	
Sask./Sask.	Regina	Pilot Butte (T)	32	--	11	--	43	
Sask./Sask.	Regina	Balgonie (T)	7	--	--	--	7	
Sask./Sask.	Regina	Edenwold (VL)	--	--	--	--	--	
Sask./Sask.	Regina	Lumsden No. 189 (RM)	4	--	--	--	4	
Sask./Sask.	Regina	Disley (VL)	--	--	--	--	--	
Sask./Sask.	Regina	Buena Vista (VL)	1	--	--	--	1	
Sask./Sask.	Regina	Lumsden (T)	4	--	--	--	4	
Sask./Sask.	Regina	Lumsden Beach (RV)	--	--	--	--	--	
Sask./Sask.	Regina	Regina Beach (T)	1	--	--	--	1	
Sask./Sask.	Regina	Total	654	150	210	618	1,632	
Sask./Sask.	Saskatoon	Thode (RV)	1	--	--	--	1	
Sask./Sask.	Saskatoon	Dundurn No. 314 (RM)	27	--	--	--	27	
Sask./Sask.	Saskatoon	Dundurn (T)	3	--	--	--	3	
Sask./Sask.	Saskatoon	Shields (RV)	4	--	--	--	4	
Sask./Sask.	Saskatoon	Corman Park No. 344 (RM)	81	--	--	--	81	
Sask./Sask.	Saskatoon	Saskatoon (CY)	865	66	215	580	1,726	
Sask./Sask.	Saskatoon	Langham (T)	6	--	--	--	6	
Sask./Sask.	Saskatoon	Warman (CY)	70	9	8	--	87	
Sask./Sask.	Saskatoon	Blucher No. 343 (RM)	10	--	--	--	10	
Sask./Sask.	Saskatoon	Martensville (CY)	44	3	25	61	133	
Sask./Sask.	Saskatoon	Bradwell (VL)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Allan (T)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Dalmeny (T)	18	--	--	--	18	
Sask./Sask.	Saskatoon	Osler (T)	1	--	3	--	4	
Sask./Sask.	Saskatoon	Colonsay No. 342 (RM)	1	--	--	--	1	
Sask./Sask.	Saskatoon	Clavet (VL)	1	--	--	--	1	
Sask./Sask.	Saskatoon	Meacham (VL)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Colonsay (T)	--	--	--	--	--	
Sask./Sask.	Saskatoon	First Nations (Saskatoon) (R)	1	--	--	--	1	
Sask./Sask.	Saskatoon	Vanscoy No. 345 (RM)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Delisle (T)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Vanscoy (VL)	2	--	--	--	2	
Sask./Sask.	Saskatoon	Asquith (T)	1	--	--	--	1	
Sask./Sask.	Saskatoon	Aberdeen No. 373 (RM)	6	--	--	--	6	
Sask./Sask.	Saskatoon	Aberdeen (T)	3	--	--	--	3	
Sask./Sask.	Saskatoon	Total	1,145	78	251	641	2,115	
Sask./Sask.	Total	Total	1,799	228	461	1,259	3,747	
Alta/Alb.	Calgary	Rocky View County (MD)	203	12	--	--	215	
Alta/Alb.	Calgary	Calgary (CY)	2,844	819	829	3,989	8,481	
Alta/Alb.	Calgary	Chestermere (CY)	87	4	66	--	157	
Alta/Alb.	Calgary	Cochrane (T)	251	104	97	5	457	
Alta/Alb.	Calgary	Airdrie (CY)	496	184	242	230	1,152	
Alta/Alb.	Calgary	Irricana (T)	--	0	--	--	0	
Alta/Alb.	Calgary	Beiseker (VL)	--	--	--	--	--	
Alta/Alb.	Calgary	Crossfield (T)	61	6	--	--	67	
Alta/Alb.	Calgary	First Nations (Calgary) (R)	--	--	--	--	--	
Alta/Alb.	Calgary	Total	3,942	1,129	1,234	4,224	10,529	
Alta/Alb.	Edmonton	Bruderheim (T)	3	--	--	--	3	
Alta/Alb.	Edmonton	Leduc County (MD)	68	4	--	--	72	
Alta/Alb.	Edmonton	Beaumont (T)	185	37	8	2	232	
Alta/Alb.	Edmonton	Leduc (CY)	134	60	81	76	351	
Alta/Alb.	Edmonton	Devon (T)	8	14	--	--	22	
Alta/Alb.	Edmonton	Calmar (T)	5	--	--	--	5	
Alta/Alb.	Edmonton	Sundance Beach (SV)	--	--	--	--	--	
Alta/Alb.	Edmonton	Thorsby (VL)	1	--	2	4	7	
Alta/Alb.	Edmonton	Itaska Beach (SV)	--	--	--	--	--	
Alta/Alb.	Edmonton	Golden Days (SV)	1	--	--	--	1	
Alta/Alb.	Edmonton	Warburg (VL)	3	--	--	--	3	
Alta/Alb.	Edmonton	Parkland County (MD)	124	2	--	--	126	
Alta/Alb.	Edmonton	Seba Beach (SV)	2	--	--	--	2	
Alta/Alb.	Edmonton	Betula Beach (SV)	--	--	--	--	--	
Alta/Alb.	Edmonton	Point Alison (SV)	--	--	--	--	--	
Alta/Alb.	Edmonton	Lakeview (SV)	--	--	--	--	--	
Alta/Alb.	Edmonton	Kapasiwin (SV)	1	--	--	--	1	
Alta/Alb.	Edmonton	Wabamun (VL)	--	--	--	--	--	
Alta/Alb.	Edmonton	Spring Lake (VL)	6	--	--	--	6	
Alta/Alb.	Edmonton	Stony Plain (T)	60	39	4	108	211	
Alta/Alb.	Edmonton	Spruce Grove (CY)	159	126	73	32	390	
Alta/Alb.	Edmonton	Strathcona County (SM)	170	87	25	251	533	
Alta/Alb.	Edmonton	Fort Saskatchewan (CY)	80	93	26	8	207	
Alta/Alb.	Edmonton	Sturgeon County (MD)	84	--	--	--	84	
Alta/Alb.	Edmonton	Edmonton (CY)	3,218	1,381	970	2,188	7,757	
Alta/Alb.	Edmonton	St. Albert (CY)	125	114	20	231	490	
Alta/Alb.	Edmonton	Gibbons (T)	2	--	2	--	4	
Alta/Alb.	Edmonton	Redwater (T)	3	4	--	--	7	
Alta/Alb.	Edmonton	Bon Accord (T)	1	--	--	--	1	
Alta/Alb.	Edmonton	Morinville (T)	37	13	--	14	64	
Alta/Alb.	Edmonton	Legal (T)	1	--	2	--	3	
Alta/Alb.	Edmonton	First Nations (Edmonton) (R)	--	--	--	--	--	
Alta/Alb.	Edmonton	Total	4,481	1,974	1,213	2,914	10,582	
Alta/Alb.	Lethbridge	Lethbridge County (MD)	18	--	--	--	18	
Alta/Alb.	Lethbridge	Lethbridge (CY)	419	40	62	51	572	
Alta/Alb.	Lethbridge	Coalhurst (T)	12	2	--	8	22	
Alta/Alb.	Lethbridge	Nobleford (VL)	6	2	--	--	8	
Alta/Alb.	Lethbridge	Barons (VL)	--	--	--	--	--	
Alta/Alb.	Lethbridge	Picture Butte (T)	5	3	--	--	8	
Alta/Alb.	Lethbridge	Coaldale (T)	42	--	--	--	42	
Alta/Alb.	Lethbridge	Total	502	47	62	59	670	
Alta/Alb.	Grande Prairie	Grande Prairie (CY)	145	42	2	71	260	
Alta/Alb.	Grande Prairie	Total	145	42	2	71	260	
Alta/Alb.	Medicine Hat	Cypress County (MD)	26	--	--	--	26	
Alta/Alb.	Medicine Hat	Medicine Hat (CY)	54	19	11	27	111	
Alta/Alb.	Medicine Hat	Redcliff (T)	3	--	--	--	3	
Alta/Alb.	Medicine Hat	Total	83	19	11	27	140	
Alta/Alb.	Red Deer	Red Deer (CY)	175	22	28	27	252	
Alta/Alb.	Red Deer	Total	175	22	28	27	252	
Alta/Alb.	Wood Buffalo	Wood Buffalo (SM)	574	58	--	--	632	
Alta/Alb.	Wood Buffalo	First Nations (Wood Buffalo) (R)	--	--	--	--	--	
Alta/Alb.	Wood Buffalo	Total	574	58	--	--	632	
Alta/Alb.	Total	Total	9,902	3,291	2,550	7,322	23,065	
B.C./C.-B.	Abbotsford - Mission	Abbotsford (CY)	284	5	131	379	799	
B.C./C.-B.	Abbotsford - Mission	Mission (DM)	125	14	38	2	179	
B.C./C.-B.	Abbotsford - Mission	First Nations (Abbotsford-Mission) (R)	--	--	--	--	--	
B.C./C.-B.	Abbotsford - Mission	Total	409	19	169	381	978	
B.C./C.-B.	Kelowna	Kelowna (CY)	359	75	138	297	869	
B.C./C.-B.	Kelowna	Central Okanagan (RDA)	3	24	--	1	28	
B.C./C.-B.	Kelowna	Lake Country (DM)	135	17	22	30	204	
B.C./C.-B.	Kelowna	Peachland (DM)	18	1	4	2	25	
B.C./C.-B.	Kelowna	Central Okanagan J (RDA)	22	--	--	--	22	
B.C./C.-B.	Kelowna	West Kelowna (DM)	145	10	57	14	226	
B.C./C.-B.	Kelowna	First Nations (Kelowna) (R)	55	31	10	--	96	
B.C./C.-B.	Kelowna	Total	737	158	231	344	1,470	
B.C./C.-B.	Vancouver	Langley (DM)	402	33	730	435	1,600	
B.C./C.-B.	Vancouver	Langley (CY)	12	--	13	254	279	
B.C./C.-B.	Vancouver	Surrey (CY)	941	57	1,307	1,825	4,130	
B.C./C.-B.	Vancouver	White Rock (CY)	48	--	--	185	233	
B.C./C.-B.	Vancouver	Delta (DM)	139	0	207	415	761	
B.C./C.-B.	Vancouver	Richmond (CY)	422	39	297	1,186	1,944	
B.C./C.-B.	Vancouver	Greater Vancouver A (RDA)	7	--	--	340	347	
B.C./C.-B.	Vancouver	Vancouver (CY)	1,126	80	87	4,086	5,379	
B.C./C.-B.	Vancouver	Burnaby (CY)	297	66	89	1,555	2,007	
B.C./C.-B.	Vancouver	New Westminster (CY)	85	14	78	956	1,133	
B.C./C.-B.	Vancouver	Coquitlam (CY)	259	69	35	979	1,342	
B.C./C.-B.	Vancouver	Belcarra (VL)	2	--	--	--	2	
B.C./C.-B.	Vancouver	Anmore (VL)	22	--	--	--	22	
B.C./C.-B.	Vancouver	Port Coquitlam (CY)	40	4	75	261	380	
B.C./C.-B.	Vancouver	Port Moody (CY)	30	--	--	4	34	
B.C./C.-B.	Vancouver	North Vancouver (DM)	113	--	--	88	201	
B.C./C.-B.	Vancouver	North Vancouver (CY)	52	20	25	527	624	
B.C./C.-B.	Vancouver	West Vancouver (DM)	87	4	--	8	99	
B.C./C.-B.	Vancouver	Bowen Island (IM)	21	2	--	3	26	
B.C./C.-B.	Vancouver	Lions Bay (VL)	--	--	--	--	--	
B.C./C.-B.	Vancouver	Pitt Meadows (CY)	11	4	--	7	22	
B.C./C.-B.	Vancouver	Maple Ridge (CY)	319	22	179	147	667	
B.C./C.-B.	Vancouver	First Nations (Vancouver) (R)	11	--	0	--	11	
B.C./C.-B.	Vancouver	Total	4,446	414	3,122	13,261	21,243	
B.C./C.-B.	Victoria	North Saanich (DM)	58	--	--	12	70	
B.C./C.-B.	Victoria	Sidney (T)	35	17	--	11	63	
B.C./C.-B.	Victoria	Central Saanich (DM)	18	6	--	58	82	
B.C./C.-B.	Victoria	Saanich (DM)	116	--	14	257	387	
B.C./C.-B.	Victoria	Oak Bay (DM)	37	--	--	7	44	
B.C./C.-B.	Victoria	Victoria (CY)	37	18	25	507	587	
B.C./C.-B.	Victoria	Esquimalt (DM)	8	2	4	1	15	
B.C./C.-B.	Victoria	Colwood (CY)	104	--	0	--	104	
B.C./C.-B.	Victoria	Metchosin (DM)	6	--	--	--	6	
B.C./C.-B.	Victoria	Langford (CY)	268	27	128	317	740	
B.C./C.-B.	Victoria	View Royal (T)	22	10	3	1	36	
B.C./C.-B.	Victoria	Highlands (DM)	30	--	--	--	30	
B.C./C.-B.	Victoria	Sooke (DM)	105	26	3	38	172	
B.C./C.-B.	Victoria	Juan de Fuca (Part 1) (RDA)	23	--	--	2	25	
B.C./C.-B.	Victoria	First Nations (Victoria) (R)	14	--	48	--	62	
B.C./C.-B.	Victoria	Total	881	106	225	1,211	2,423	
B.C./C.-B.	Chilliwack	Chilliwack (CY)	312	16	138	196	662	
B.C./C.-B.	Chilliwack	Harrison Hot Springs (VL)	4	--	11	--	15	
B.C./C.-B.	Chilliwack	Kent (DM)	28	6	4	3	41	
B.C./C.-B.	Chilliwack	Fraser Valley D (RDA)	--	--	--	--	--	
B.C./C.-B.	Chilliwack	Fraser Valley H (RDA)	13	--	--	--	13	
B.C./C.-B.	Chilliwack	Fraser Valley E (RDA)	3	--	--	--	3	
B.C./C.-B.	Chilliwack	First Nations (Chilliwack) (R)	--	--	--	--	--	
B.C./C.-B.	Chilliwack	Total	360	22	153	199	734	
B.C./C.-B.	Courtenay	Comox (T)	33	2	1	11	47	
B.C./C.-B.	Courtenay	Courtenay (CY)	128	2	8	84	222	
B.C./C.-B.	Courtenay	Comox Valley A (RDA)	64	--	--	--	64	
B.C./C.-B.	Courtenay	Comox Valley B (Lazo North) (RDA)	35	--	--	9	44	
B.C./C.-B.	Courtenay	First Nations (Courtenay) (R)	--	--	--	--	--	
B.C./C.-B.	Courtenay	Total	260	4	9	104	377	
B.C./C.-B.	Kamloops	Logan Lake (DM)	11	--	--	--	11	
B.C./C.-B.	Kamloops	Thompson-Nicola J (Copper Desert Country) (RDA)	14	--	--	--	14	
B.C./C.-B.	Kamloops	Kamloops (CY)	222	68	17	122	429	
B.C./C.-B.	Kamloops	Thompson-Nicola P (Rivers and the Peaks) (RDA)	19	2	--	--	21	
B.C./C.-B.	Kamloops	Sun Peaks Mountain (VL)	7	--	--	4	11	
B.C./C.-B.	Kamloops	Chase (VL)	6	--	--	--	6	
B.C./C.-B.	Kamloops	First Nations (Kamloops) (R)	17	9	11	--	37	
B.C./C.-B.	Kamloops	Total	296	79	28	126	529	
B.C./C.-B.	Nanaimo	Nanaimo (CY)	313	32	54	302	701	
B.C./C.-B.	Nanaimo	Lantzville (DM)	6	--	--	--	6	
B.C./C.-B.	Nanaimo	Nanaimo A (RDA)	38	--	--	1	39	
B.C./C.-B.	Nanaimo	Nanaimo C (RDA)	19	2	--	--	21	
B.C./C.-B.	Nanaimo	First Nations (Nanaimo) (R)	--	--	--	--	--	
B.C./C.-B.	Nanaimo	Total	376	34	54	303	767	
B.C./C.-B.	Prince George	Prince George (CY)	158	11	23	38	230	
B.C./C.-B.	Prince George	Fraser-Fort George A (RDA)	16	--	--	--	16	
B.C./C.-B.	Prince George	Fraser-Fort George C (RDA)	15	--	--	--	15	
B.C./C.-B.	Prince George	Fraser-Fort George D (RDA)	20	--	--	--	20	
B.C./C.-B.	Prince George	Fraser-Fort George F (RDA)	3	--	--	--	3	
B.C./C.-B.	Prince George	First Nations (Prince George) (R)	--	--	--	--	--	
B.C./C.-B.	Prince George	Total	212	11	23	38	284	
B.C./C.-B.	Vernon	Coldstream (DM)	31	4	4	--	39	
B.C./C.-B.	Vernon	Vernon (CY)	116	36	25	105	282	
B.C./C.-B.	Vernon	North Okanagan B (RDA)	10	--	--	2	12	
B.C./C.-B.	Vernon	North Okanagan C (RDA)	12	0	--	1	13	
B.C./C.-B.	Vernon	First Nations (Vernon) (R)	--	--	--	--	--	
B.C./C.-B.	Vernon	Total	169	40	29	108	346	
B.C./C.-B.	Total	Total	8,146	887	4,043	16,075	29,151	
Canada (50,000+)	Total	Total	53,345	9,552	21,088	76,529	160,514	
								
© 2018 Canada Mortgage and Housing Corporation / © 2018 Société canadienne d'hypothèques et de logement								
Source: CMHC (Starts and Completions Survey) / Source: SCHL (mises en chantier et des achèvements)								
								
								
