Units Absorbed by Dwelling Type and Census Subdivision for Centres 50,000+								
Logements écoulés selon le type de logements et la subdivision de recensement, les centres de 50 000 habitants et plus								
2007								
								
Province	Centre	"Census Subdivision
Subdivision de recensement"	"Singles
Individuels"	"Semis
Jumelés"	"Row
En bande"	"Apartment
and Other
Appartements
et autres"	Total	
Ont./Ont.	Sarnia	Sarnia (CY)	142	6	--	55	203	
Ont./Ont.	Sarnia	Point Edward (VL)	1	--	--	--	1	
Ont./Ont.	Sarnia	Total	200	6	--	55	261	
Ont./Ont.	Sault Sainte-Marie	Laird (TP)	1	--	--	--	1	
Ont./Ont.	Sault Sainte-Marie	Macdonald, Meredith and Aberdeen Additional (TP)	6	--	--	--	6	
Ont./Ont.	Sault Sainte-Marie	Sault Ste. Marie (CY)	94	5	--	--	99	
Ont./Ont.	Sault Sainte-Marie	Prince (TP)	2	--	--	--	2	
Ont./Ont.	Sault Sainte-Marie	Total	103	5	--	--	108	
Ont./Ont.	Total	Total	29,179	3,651	10,097	12,164	55,091	
Man./Man.	Winnipeg	Taché (RM)	52	--	23	--	75	
Man./Man.	Winnipeg	Ritchot (RM)	47	--	--	--	47	
Man./Man.	Winnipeg	Macdonald (RM)	27	0	4	--	31	
Man./Man.	Winnipeg	St. Francois Xavier (RM)	5	--	--	--	5	
Man./Man.	Winnipeg	Winnipeg (CY)	1,275	33	74	667	2,049	
Man./Man.	Winnipeg	Headingley (RM)	59	--	--	--	59	
Man./Man.	Winnipeg	Springfield (RM)	95	--	--	--	95	
Man./Man.	Winnipeg	East St. Paul (RM)	25	--	--	--	25	
Man./Man.	Winnipeg	West St. Paul (RM)	60	--	--	--	60	
Man./Man.	Winnipeg	St. Clements (RM)	56	--	--	30	86	
Man./Man.	Winnipeg	Rosser (RM)	0	--	--	--	0	
Man./Man.	Winnipeg	Total	1,701	33	101	697	2,532	
Man./Man.	Total	Total	1,701	33	101	697	2,532	
Sask./Sask.	Regina	Pense No. 160 (RM)	2	--	--	--	2	
Sask./Sask.	Regina	Belle Plaine (VL)	--	--	--	--	--	
Sask./Sask.	Regina	Pense (VL)	2	--	--	--	2	
Sask./Sask.	Regina	Sherwood No. 159 (RM)	--	--	--	--	--	
Sask./Sask.	Regina	Regina (CY)	531	20	204	56	811	
Sask./Sask.	Regina	Grand Coulee (VL)	2	--	--	--	2	
Sask./Sask.	Regina	Edenwold No. 158 (RM)	24	--	--	--	24	
Sask./Sask.	Regina	White City (T)	47	2	--	--	49	
Sask./Sask.	Regina	Pilot Butte (T)	--	--	--	--	--	
Sask./Sask.	Regina	Balgonie (T)	12	--	3	--	15	
Sask./Sask.	Regina	Edenwold (VL)	--	--	--	--	--	
Sask./Sask.	Regina	Lumsden No. 189 (RM)	10	--	--	--	10	
Sask./Sask.	Regina	Disley (VL)	1	--	--	--	1	
Sask./Sask.	Regina	Buena Vista (VL)	3	--	--	--	3	
Sask./Sask.	Regina	Lumsden (T)	6	--	--	--	6	
Sask./Sask.	Regina	Lumsden Beach (RV)	--	--	--	--	--	
Sask./Sask.	Regina	Regina Beach (T)	1	--	--	1	2	
Sask./Sask.	Regina	Total	641	22	207	57	927	
Sask./Sask.	Saskatoon	Thode (RV)	1	--	--	--	1	
Sask./Sask.	Saskatoon	Dundurn No. 314 (RM)	14	--	--	--	14	
Sask./Sask.	Saskatoon	Dundurn (T)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Shields (RV)	4	--	--	--	4	
Sask./Sask.	Saskatoon	Corman Park No. 344 (RM)	68	--	--	--	68	
Sask./Sask.	Saskatoon	Saskatoon (CY)	606	44	92	206	948	
Sask./Sask.	Saskatoon	Langham (T)	12	--	--	--	12	
Sask./Sask.	Saskatoon	Warman (T)	129	7	8	--	144	
Sask./Sask.	Saskatoon	Blucher No. 343 (RM)	8	--	--	--	8	
Sask./Sask.	Saskatoon	Martensville (T)	135	--	19	--	154	
Sask./Sask.	Saskatoon	Bradwell (VL)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Allan (T)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Dalmeny (T)	10	--	--	--	10	
Sask./Sask.	Saskatoon	Elstow (VL)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Osler (T)	9	--	6	--	15	
Sask./Sask.	Saskatoon	Colonsay No. 342 (RM)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Clavet (VL)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Meacham (VL)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Colonsay (T)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Vanscoy No. 345 (RM)	8	--	--	--	8	
Sask./Sask.	Saskatoon	Delisle (T)	6	--	--	--	6	
Sask./Sask.	Saskatoon	Vanscoy (VL)	2	--	--	--	2	
Sask./Sask.	Saskatoon	Asquith (T)	1	--	--	--	1	
Sask./Sask.	Saskatoon	Total	1,013	51	125	206	1,395	
Sask./Sask.	Total	Total	1,654	73	332	263	2,322	
Alta/Alb.	Calgary	Rocky View No. 44 (MD)	411	20	--	--	431	
Alta/Alb.	Calgary	Calgary (CY)	7,226	810	606	1,689	10,331	
Alta/Alb.	Calgary	Chestermere (T)	414	40	91	--	545	
Alta/Alb.	Calgary	Cochrane (T)	187	7	7	86	287	
Alta/Alb.	Calgary	Airdrie (CY)	893	54	281	208	1,436	
Alta/Alb.	Calgary	Irricana (VL)	5	2	--	--	7	
Alta/Alb.	Calgary	Beiseker (VL)	2	--	--	--	2	
Alta/Alb.	Calgary	Crossfield (T)	35	3	--	1	39	
Alta/Alb.	Calgary	Total	9,173	936	985	1,984	13,078	
Alta/Alb.	Edmonton	Bruderheim (T)	11	--	--	--	11	
Alta/Alb.	Edmonton	Leduc County (CM)	106	--	--	--	106	
Alta/Alb.	Edmonton	Beaumont (T)	306	31	44	41	422	
Alta/Alb.	Edmonton	New Sarepta (VL)	2	--	--	--	2	
Alta/Alb.	Edmonton	Leduc (CY)	375	32	28	0	435	
Alta/Alb.	Edmonton	Devon (T)	18	4	--	--	22	
Alta/Alb.	Edmonton	Calmar (T)	3	2	4	--	9	
Alta/Alb.	Edmonton	Sundance Beach (SV)	1	--	--	--	1	
Alta/Alb.	Edmonton	Thorsby (VL)	9	--	--	--	9	
Alta/Alb.	Edmonton	Itaska Beach (SV)	--	--	--	--	--	
Alta/Alb.	Edmonton	Golden Days (SV)	--	--	--	--	--	
Alta/Alb.	Edmonton	Warburg (VL)	4	--	--	--	4	
Alta/Alb.	Edmonton	Parkland County (CM)	271	3	--	--	274	
Alta/Alb.	Edmonton	Seba Beach (SV)	2	--	--	--	2	
Alta/Alb.	Edmonton	Betula Beach (SV)	0	--	--	--	0	
Alta/Alb.	Edmonton	Point Alison (SV)	--	--	--	--	--	
Alta/Alb.	Edmonton	Lakeview (SV)	1	--	--	--	1	
Alta/Alb.	Edmonton	Kapasiwin (SV)	--	--	--	--	--	
Alta/Alb.	Edmonton	Wabamun (VL)	--	--	--	--	--	
Alta/Alb.	Edmonton	Spring Lake (VL)	8	--	--	--	8	
Alta/Alb.	Edmonton	Stony Plain (T)	171	47	--	2	220	
Alta/Alb.	Edmonton	Spruce Grove (CY)	396	78	4	69	547	
Alta/Alb.	Edmonton	Strathcona County (SM)	669	46	69	212	996	
Alta/Alb.	Edmonton	Fort Saskatchewan (CY)	156	55	37	82	330	
Alta/Alb.	Edmonton	Sturgeon County (MD)	174	--	--	--	174	
Alta/Alb.	Edmonton	Edmonton (CY)	4,156	761	408	1,789	7,114	
Alta/Alb.	Edmonton	St. Albert (CY)	260	79	44	190	573	
Alta/Alb.	Edmonton	Gibbons (T)	36	--	--	--	36	
Alta/Alb.	Edmonton	Redwater (T)	26	2	--	--	28	
Alta/Alb.	Edmonton	Bon Accord (T)	5	--	--	--	5	
Alta/Alb.	Edmonton	Morinville (T)	101	13	--	43	157	
Alta/Alb.	Edmonton	Legal (T)	12	--	--	--	12	
Alta/Alb.	Edmonton	Total	7,279	1,153	638	2,428	11,498	
Alta/Alb.	Grande Prairie	Grande Prairie County No. 1 (CM)	--	--	--	--	--	
Alta/Alb.	Grande Prairie	Hythe (VL)	--	--	--	--	--	
Alta/Alb.	Grande Prairie	Beaverlodge (T)	20	--	--	--	20	
Alta/Alb.	Grande Prairie	Wembley (T)	--	--	--	--	--	
Alta/Alb.	Grande Prairie	Grande Prairie (CY)	762	111	63	141	1,077	
Alta/Alb.	Grande Prairie	Sexsmith (T)	37	2	--	--	39	
Alta/Alb.	Grande Prairie	Total	819	113	63	141	1,136	
Alta/Alb.	Lethbridge	Lethbridge County (CM)	34	--	--	--	34	
Alta/Alb.	Lethbridge	Lethbridge (CY)	578	67	33	58	736	
Alta/Alb.	Lethbridge	Coalhurst (T)	9	--	--	--	9	
Alta/Alb.	Lethbridge	Nobleford (VL)	11	--	--	--	11	
Alta/Alb.	Lethbridge	Barons (VL)	--	--	--	--	--	
Alta/Alb.	Lethbridge	Picture Butte (T)	2	--	--	--	2	
Alta/Alb.	Lethbridge	Coaldale (T)	60	--	--	--	60	
Alta/Alb.	Lethbridge	Total	694	67	33	58	852	
Alta/Alb.	Medicine Hat	Cypress County (MD)	116	4	--	--	120	
Alta/Alb.	Medicine Hat	Medicine Hat (CY)	267	92	105	224	688	
Alta/Alb.	Medicine Hat	Redcliff (T)	50	3	17	16	86	
Alta/Alb.	Medicine Hat	Total	433	99	122	240	894	
Alta/Alb.	Red Deer	Red Deer (CY)	886	118	108	7	1,119	
Alta/Alb.	Red Deer	Total	886	118	108	7	1,119	
Alta/Alb.	Total	Total	19,284	2,486	1,949	4,858	28,577	
B.C./C.-B.	Abbotsford	Abbotsford (CY)	282	4	95	614	995	
B.C./C.-B.	Abbotsford	Mission (DM)	118	4	--	86	208	
B.C./C.-B.	Abbotsford	Fraser Valley H (RDA)	2	--	--	--	2	
B.C./C.-B.	Abbotsford	Total	402	8	95	700	1,205	
B.C./C.-B.	Kelowna	Kelowna (CY)	563	76	150	576	1,365	
B.C./C.-B.	Kelowna	Central Okanagan (RDA)	23	25	--	--	48	
B.C./C.-B.	Kelowna	Lake Country (DM)	122	--	--	79	201	
B.C./C.-B.	Kelowna	Peachland (DM)	10	2	20	32	64	
B.C./C.-B.	Kelowna	Central Okanagan J (RDA)	304	11	22	57	394	
B.C./C.-B.	Kelowna	Total	1,022	114	192	744	2,072	
B.C./C.-B.	Vancouver	Langley (DM)	582	43	211	11	847	
B.C./C.-B.	Vancouver	Langley (CY)	8	--	--	254	262	
B.C./C.-B.	Vancouver	Surrey (CY)	1,737	79	1,177	528	3,521	
B.C./C.-B.	Vancouver	White Rock (CY)	19	--	--	134	153	
B.C./C.-B.	Vancouver	Delta (DM)	90	10	12	59	171	
B.C./C.-B.	Vancouver	Richmond (CY)	313	130	368	1,100	1,911	
B.C./C.-B.	Vancouver	Greater Vancouver A (RDA)	4	6	151	426	587	
B.C./C.-B.	Vancouver	Vancouver (CY)	615	134	232	3,636	4,617	
B.C./C.-B.	Vancouver	Burnaby (CY)	185	141	320	1,387	2,033	
B.C./C.-B.	Vancouver	New Westminster (CY)	78	12	24	592	706	
B.C./C.-B.	Vancouver	Coquitlam (CY)	41	35	52	350	478	
B.C./C.-B.	Vancouver	Belcarra (VL)	1	--	--	--	1	
B.C./C.-B.	Vancouver	Anmore (VL)	29	--	--	--	29	
B.C./C.-B.	Vancouver	Port Coquitlam (CY)	19	8	22	110	159	
B.C./C.-B.	Vancouver	Port Moody (CY)	71	21	119	408	619	
B.C./C.-B.	Vancouver	North Vancouver (DM)	78	--	7	44	129	
B.C./C.-B.	Vancouver	North Vancouver (CY)	26	12	37	161	236	
B.C./C.-B.	Vancouver	West Vancouver (DM)	128	1	28	102	259	
B.C./C.-B.	Vancouver	Bowen Island (IM)	16	--	--	--	16	
B.C./C.-B.	Vancouver	Lions Bay (VL)	1	--	--	--	1	
B.C./C.-B.	Vancouver	Pitt Meadows (DM)	63	4	87	136	290	
B.C./C.-B.	Vancouver	Maple Ridge (DM)	350	24	50	132	556	
B.C./C.-B.	Vancouver	Total	4,454	660	2,897	9,570	17,581	
B.C./C.-B.	Victoria	North Saanich (DM)	36	3	7	18	64	
B.C./C.-B.	Victoria	Sidney (T)	16	15	9	56	96	
B.C./C.-B.	Victoria	Central Saanich (DM)	20	10	9	18	57	
B.C./C.-B.	Victoria	Saanich (DM)	171	21	26	161	379	
B.C./C.-B.	Victoria	Oak Bay (DM)	14	--	--	--	14	
B.C./C.-B.	Victoria	Victoria (CY)	18	44	39	275	376	
B.C./C.-B.	Victoria	Esquimalt (DM)	16	8	--	--	24	
B.C./C.-B.	Victoria	Colwood (CY)	82	27	8	34	151	
B.C./C.-B.	Victoria	Metchosin (DM)	19	1	--	--	20	
B.C./C.-B.	Victoria	Langford (CY)	249	13	76	368	706	
B.C./C.-B.	Victoria	View Royal (T)	26	--	--	--	26	
B.C./C.-B.	Victoria	Highlands (DM)	13	--	--	--	13	
B.C./C.-B.	Victoria	Sooke (DM)	107	8	--	--	115	
B.C./C.-B.	Victoria	Capital H (RDA)	55	1	--	--	56	
B.C./C.-B.	Victoria	Total	842	151	174	930	2,097	
B.C./C.-B.	Chilliwack	Chilliwack (CY)	477	98	311	156	1,042	
B.C./C.-B.	Chilliwack	Fraser Valley D (RDA)	6	--	--	--	6	
B.C./C.-B.	Chilliwack	Fraser Valley E (RDA)	6	--	--	--	6	
B.C./C.-B.	Chilliwack	Total	489	98	311	156	1,054	
B.C./C.-B.	Kamloops	Logan Lake (DM)	4	--	--	--	4	
B.C./C.-B.	Kamloops	Thompson-Nicola J (Copper Desert) (RDA)	13	--	--	--	13	
B.C./C.-B.	Kamloops	Kamloops (CY)	388	124	65	3	580	
B.C./C.-B.	Kamloops	Thompson-Nicola P (River & The Peak) (RDA)	25	--	--	--	25	
B.C./C.-B.	Kamloops	Chase (VL)	17	--	--	--	17	
B.C./C.-B.	Kamloops	Total	447	124	65	3	639	
B.C./C.-B.	Nanaimo	Nanaimo (CY)	358	108	12	46	524	
B.C./C.-B.	Nanaimo	Lantzville (DM)	5	--	--	--	5	
B.C./C.-B.	Nanaimo	Nanaimo A (RDA)	40	--	--	--	40	
B.C./C.-B.	Nanaimo	Nanaimo C (RDA)	25	--	--	--	25	
B.C./C.-B.	Nanaimo	Nanaimo D (RDA)	--	--	--	--	--	
B.C./C.-B.	Nanaimo	Total	428	108	12	46	594	
B.C./C.-B.	Prince George	Prince George (CY)	198	2	--	--	200	
B.C./C.-B.	Prince George	Fraser-Fort George A (RDA)	3	--	--	--	3	
B.C./C.-B.	Prince George	Fraser-Fort George C (RDA)	8	--	--	--	8	
B.C./C.-B.	Prince George	Fraser-Fort George D (RDA)	6	--	--	--	6	
B.C./C.-B.	Prince George	Fraser-Fort George F (RDA)	1	--	--	--	1	
B.C./C.-B.	Prince George	Total	216	2	--	--	218	
B.C./C.-B.	Vernon	Coldstream (DM)	67	--	--	--	67	
B.C./C.-B.	Vernon	Vernon (CY)	236	58	34	15	343	
B.C./C.-B.	Vernon	North Okanagan B (RDA)	5	--	--	--	5	
B.C./C.-B.	Vernon	North Okanagan C (RDA)	18	2	--	--	20	
B.C./C.-B.	Vernon	Total	326	60	34	15	435	
B.C./C.-B.	Total	Total	8,626	1,325	3,780	12,164	25,895	
Canada (50,000+)	Total	Total	77,924	10,287	18,094	52,088	158,393	
								
© 2014 Canada Mortgage and Housing Corporation / © 2014 Société canadienne d'hypothèques et de logement								
Source: CMHC (Starts and Completions Survey) / Source: SCHL (mises en chantier et des achèvements)								
								
								
